_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,human_relation,human_relation:confidence,human_relation_type,human_relation_type:confidence,documentid,gold,human_relation_gold,human_relation_gold_reason,human_relation_type_gold,human_relation_type_gold_reason,text
711483582,false,finalized,3,4/29/15 21:23,personal experience,1,is prescibed for,0.3333,101,false,,,,,"i still took <font color=""blue"">advil</font>(despite my <font color=""red"">gerd</font>), but with a pudding or some other food."
711483583,false,finalized,3,4/29/15 19:45,impersonal experience,1,is prescibed for,0.3542,102,false,,,,,"<font color=""blue"">tums</font> are not a no-no for banded people but for <font color=""red"">gas</font> you will want gasx."
711483584,false,finalized,3,4/30/15 10:50,personal experience,0.6362,caused side effect,0.3638,103,false,,,,,"so i switched to <font color=""blue"">humira</font>, i haven't had any <font color=""red"">sinus issues</font> since i started it back in september."
711483585,false,finalized,3,4/29/15 17:24,personal experience,1,caused side effect,1,104,false,,,,,"<font color=""blue"">wellbutrin</font> might be contributing to my <font color=""red"">tinnitus</font>."
711483586,false,finalized,3,4/30/15 5:38,personal experience,1,is prescibed for,0.6757,105,false,,,,,"i am in remission from <font color=""red"">graves</font>' but obviously entered a common post-remission stage of mild hypothyroidism - my doc rx'd <font color=""blue"">25mcg levothyroxine</font> (generic synthroid)."
711483587,false,finalized,3,4/29/15 17:37,impersonal experience,1,caused side effect,1,106,false,,,,,"hi, <font color=""red"">hair loss</font> is one of the <font color=""blue"">warfarin</font>-related side effects."
711483588,false,finalized,3,4/30/15 3:42,personal experience,1,caused side effect,1,107,false,,,,,"thanks for the welcome - i was on <font color=""blue"">150mg amitriptyline</font> but felt like a zombieand bad constipation and <font color=""red"">tremor</font>."
711483589,false,finalized,3,4/29/15 22:56,impersonal experience,0.7,caused side effect,1,108,false,,,,,"this will help relieve stress and tension without too much strain on my body and i've heard it can even help with weight loss because stress (and increase in <font color=""blue"">cortisol</font>) can cause <font color=""red"">weight gain</font>."
711483590,false,finalized,3,4/29/15 16:46,personal experience,1,caused side effect,1,109,false,,,,,"i don't have the pounding <font color=""red"">headache</font> i had with the first-i think that may have been from the <font color=""blue"">anesthesia</font>."
711483591,false,finalized,3,4/29/15 19:17,personal experience negated,0.6934,was effective against,0.3484,110,false,,,,,"for me, though, the <font color=""blue"">symlin</font> doesn't seem to be staving off the <font color=""red"">highs</font> like i expected it to..."
711483592,false,finalized,3,4/29/15 17:11,personal experience,1,was effective against,0.3497,111,false,,,,,"terry, i've been on humira (ineffective), <font color=""blue"">methotrexate</font> (<font color=""red"">liver enzymes</font> keep going up about 10 points so this is on hold), arava (side effects so stopped)."
711483593,false,finalized,3,4/29/15 18:24,personal experience,1,was effective against,1,112,false,,,,,"by the way, when i get <font color=""red"">rashes</font> or dry skin, i use <font color=""blue"">coconut oil</font>."
711483594,false,finalized,3,4/29/15 23:29,personal experience,0.6525,was effective against,0.6525,113,false,,,,,"i've had very few problems with <font color=""blue"">humira</font>, still shrug off <font color=""red"">colds</font> like it wasn't there."
711483595,false,finalized,3,4/30/15 2:14,question,1,caused side effect,1,114,false,,,,,"> >> > so my question is, how much does the <font color=""blue"">testosterone</font> change> > <font color=""red"">high blood pressure</font>?"
711483596,false,finalized,3,4/29/15 21:03,personal experience,0.6948,caused side effect,1,115,false,,,,,"nothing seems to work, except the <font color=""red"">nausea</font> inducing <font color=""blue"">requip</font>."
711483597,false,finalized,3,4/29/15 16:45,question,1,caused side effect,0.62,116,false,,,,,"has anyone had these syptoms and went on <font color=""blue"">antibiotics</font> and then they werent <font color=""red"">dizzy</font> anymore?"
711483598,false,finalized,3,4/29/15 19:37,impersonal experience,1,caused side effect,1,117,false,,,,,"<font color=""blue"">stimulants</font> can definitely trigger <font color=""red"">mania</font>."
711483599,false,finalized,3,4/29/15 16:45,personal experience,0.6596,caused side effect,1,118,false,,,,,"she didn't think it was the <font color=""blue"">lexapro</font> but high calcium/parathryoid causing <font color=""red"">heart palp</font>."
711483600,false,finalized,3,4/30/15 8:18,personal experience,1,caused side effect,0.66,119,false,,,,,"i am so with you on the <font color=""red"">diabetes</font> and <font color=""blue"">steroids</font> sucks thing."
711483601,false,finalized,3,4/29/15 19:43,personal experience,0.6471,caused side effect,1,120,false,,,,,"i have hair loss and <font color=""red"">weight gain</font>, but i can't say its from <font color=""blue"">depakote</font> since all the time i took it i was taking lithium as well."
711483602,false,finalized,3,4/29/15 22:08,personal experience,1,other,0.7,121,false,,,,,"now it's just old brown blood and i'm not sureif it's just because of the <font color=""blue"">plan b</font> (which i took 60 hours after sex) or possible <font color=""red"">implantation bleeding</font>."
711483603,false,finalized,3,4/29/15 21:40,impersonal experience,1,caused side effect,0.66,122,false,,,,,"one study said that if <font color=""blue"">tegretol</font> lowered <font color=""red"">tinnitus</font> in any one patient - they would probably respond to lidocaine."
711483604,false,finalized,3,4/30/15 8:47,personal experience,1,caused side effect,1,123,false,,,,,"my <font color=""red"">mood swings</font> were very bad on <font color=""blue"">metoprolol</font>."
711483605,false,finalized,3,4/29/15 18:32,question,1,caused side effect,1,124,false,,,,,"did either of you suffer from any serious <font color=""red"">infection</font> while taking the <font color=""blue"">enbrel</font>?"
711483606,false,finalized,3,4/29/15 17:09,impersonal experience,1,caused side effect,1,125,false,,,,,"i hate drugs and esp drugs like <font color=""blue"">allipurinol</font> that have the potentiol to make me fat, bald, impotent with <font color=""red"">skin rashes</font> and kidney dammage from what i've read on the side affects."
711483607,false,finalized,3,4/29/15 20:43,personal experience negated,0.6739,caused side effect,1,126,false,,,,,"i was on <font color=""blue"">depakote</font> and didn't notice any <font color=""red"">hair loss</font> but i did notice the weight gain."
711483608,false,finalized,3,4/29/15 17:12,personal experience,1,is prescibed for,1,127,false,,,,,"i spoke to my gi a few days ago about starting 6-<font color=""blue"">mp</font> due to the fistula and some <font color=""red"">ulcers</font> he saw on the pill cam."
711483609,false,finalized,3,4/29/15 18:46,personal experience,1,caused side effect,0.6875,128,false,,,,,"first, i thought i had gotten the <font color=""red"">rash</font> from something in my yard as i started taking <font color=""blue"">nexium</font> in the summer, however, i've had them during the winter."
711483610,false,finalized,3,4/29/15 23:25,personal experience,1,caused side effect,1,129,false,,,,,"i have also notice that i am more emotional and have <font color=""red"">mood swings</font>/depression, but don't know if it is the <font color=""blue"">clomid</font> or thought that i have not become pg."
711483611,false,finalized,3,4/29/15 17:38,personal experience,1,caused side effect,1,130,false,,,,,"when i started <font color=""blue"">forteo</font> i suffered from <font color=""red"">vertigo</font>, i called my doctor and he told me to discontinue the forteo for a week...."
711483612,false,finalized,3,4/29/15 18:51,impersonal experience,1,caused side effect,1,131,false,,,,,"i have read that <font color=""red"">hair loss</font> is one of the side effects of interferon (avonex, rebif, <font color=""blue"">betaseron</font>, extavia)."
711483613,false,finalized,3,4/29/15 17:37,personal experience,1,caused side effect,1,132,false,,,,,"i only have one pantoprazole and gaviscon as i once had a bad reaction to <font color=""blue"">carafate</font>,<font color=""red"">stomach cramps</font> and vomiting."
711483614,false,finalized,3,4/29/15 17:37,personal experience,1,caused side effect,1,133,false,,,,,"the <font color=""blue"">lunesta</font> left me with a <font color=""red"">metallic taste</font> in my mouth."
711483615,false,finalized,3,4/29/15 23:31,impersonal experience,1,caused side effect,1,134,false,,,,,"previously reported cutaneous reactions to <font color=""blue"">methadone</font> include angioedema, facial oedema, flushing, <font color=""red"">pruritus</font>, purpura, rash and urticaria."
711483616,false,finalized,3,4/29/15 23:58,personal experience,1,caused side effect,0.6544,135,false,,,,,"my doctor told me to stop smoking because the <font color=""blue"">nicotine</font> affects <font color=""red"">anxiety</font>, so i stop smoking and then gain weight."
711483617,false,finalized,3,4/30/15 10:18,impersonal experience,0.664,caused side effect,0.3468,136,false,,,,,"i'm not looking for stories of <font color=""red"">weight loss</font> or <font color=""blue"">insulin</font> control, as great as those achievements are."
711483618,false,finalized,3,4/29/15 17:28,personal experience,0.62,caused side effect,0.68,137,false,,,,,"adding <font color=""blue"">steroids</font> will just <font color=""red"">stress</font> you out more and make things way worse."
711483619,false,finalized,3,4/29/15 17:47,impersonal experience negated,0.6739,caused side effect,1,138,false,,,,,"it is probably wiser to do what is required to maintain your coumadin because if the blood is correct then the <font color=""red"">cyst</font> issue should be the same as for any other woman not taking <font color=""blue"">coumadin</font>."
711483620,false,finalized,3,4/29/15 17:52,personal experience,1,was effective against,1,139,false,,,,,"the <font color=""blue"">paxil</font> has greatly quieted the symptoms i had which were anxiety, <font color=""red"">heart palpitations</font> and internal trembling and difficulty sleeping."
